product_title,gender,product_type,color,usage,color_details,heel_height,heel_type,price_usd,brand,product_id,image
Catwalk women brown flats,women,flats,brown,casual,[],,,205,catwalk,890,890.jpg
Catwalk women casual black flats,women,flats,black,casual,[],,,190,catwalk,891,891.jpg
Nike women's serenity grey shoe,women,sports shoes,grey,sports,[],,,105,nike,892,892.jpg
Portia women white sandals,women,flats,white,casual,[],,,85,portia,893,893.jpg
Rocia women gold toned flats,women,flats,gold,casual,[],,,140,rocia,894,894.jpg
Portia women white sandals,women,flats,white,casual,[],,,80,portia,895,895.jpg
Rocia women black flats,women,flats,black,casual,[],,,45,rocia,896,896.jpg
Catwalk women closed blue casual shoe,women,casual shoes,blue,casual,[],,,95,catwalk,897,897.jpg
Catwalk women brown flats,women,flats,brown,casual,[],,,160,catwalk,898,898.jpg
Senorita women gold flats,women,flats,gold,casual,[],,,60,senorita,899,899.jpg
Hm women golden heels,women,heels,gold,casual,[],2.0,flared,150,hm,900,900.jpg
Hm women silver heels,women,heels,silver,casual,[],2.0,slim,145,hm,901,901.jpg
Catwalk women red flats,women,flats,red,casual,[],,,55,catwalk,902,902.jpg
Catwalk women white heels,women,heels,white,casual,[],2.0,stiletto,210,catwalk,903,903.jpg
Catwalk women black flats,women,flats,black,casual,['white'],,,90,catwalk,904,904.jpg
Nike women nike womens downshifter 3 msl black sports shoes,women,sports shoes,black,sports,['pink'],,,210,nike,905,905.jpg
Catwalk women beige flats,women,flats,beige,casual,[],,,170,catwalk,906,906.jpg
Rocia women casual white sandal,women,flats,white,casual,[],,,105,rocia,907,907.jpg
Portia women red heels,women,heels,red,casual,['multi'],2.0,flared,175,portia,908,908.jpg
Rocia women black sandals,women,heels,black,casual,[],0.5,block,60,rocia,909,909.jpg
Adidas women white bolt sports shoes,women,sports shoes,white,sports,['green'],,,215,adidas,910,910.jpg
Asics women gel cushioning white pink shoe,women,sports shoes,white,sports,['pink'],,,100,asics,911,911.jpg
Rocia women multi coloured ballerina,women,flats,multi,casual,[],,,205,rocia,912,912.jpg
Puma women saba ballet dc3 black casual shoes,women,casual shoes,black,casual,['red'],,,170,puma,913,913.jpg
Catwalk women golden heels,women,heels,gold,casual,[],1.0,flared,80,catwalk,914,914.jpg
Inc 5 women casual gold heels,women,heels,gold,casual,[],0.5,kitten,180,inc 5,915,915.jpg
Inc. 5 women casual white pink heels,women,heels,white,casual,['pink'],1.0,block,200,inc. 5,916,916.jpg
Catwalk women red shoes,women,casual shoes,red,casual,[],,,125,catwalk,917,917.jpg
Carlton london women black heels,women,heels,metallic,casual,['black'],3.0,slim,60,carlton london,918,918.jpg
Catwalk women silver heels,women,heels,silver,casual,[],2.0,slim,220,catwalk,919,919.jpg
Inc 5 women casual pink heels,women,heels,pink,casual,[],1.0,flared,125,inc 5,920,920.jpg
Enroute women casual black flats,women,flats,black,casual,[],,,190,enroute,921,921.jpg
Catwalk women bronze heels,women,heels,bronze,casual,[],3.0,stiletto,175,catwalk,922,922.jpg
Adidas women duramo pink sports shoes,women,sports shoes,pink,sports,['grey'],,,220,adidas,923,923.jpg
Catwalk women gold heels,women,heels,gold,casual,[],0.5,kitten,85,catwalk,924,924.jpg
Rocia women multi- coloured shoes,women,flats,multi,casual,[],,,110,rocia,925,925.jpg
Asics women gel cumulus running white sports shoes,women,sports shoes,white,sports,['purple'],,,180,asics,926,926.jpg
Hm women black heels,women,heels,black,casual,[],2.0,slim,95,hm,927,927.jpg
Portia women black heels,women,heels,black,casual,['multi'],2.0,flared,115,portia,928,928.jpg
Nike women lunar swift black shoe,women,sports shoes,black,sports,"['yellow', 'pink']",,,175,nike,929,929.jpg
Rocia women brown sandals,women,flats,brown,casual,[],,,115,rocia,930,930.jpg
Adidas women black vigor shoes,women,casual shoes,black,casual,['purple'],,,150,adidas,931,931.jpg
Rocia women brown heels,women,heels,silver,casual,['brown'],0.5,kitten,145,rocia,932,932.jpg
Nike women's air max peach cream shoe,women,sports shoes,peach,sports,['cream'],,,45,nike,933,933.jpg
Senorita women brown heels,women,heels,brown,casual,[],2.0,block,115,senorita,934,934.jpg
Catwalk women flat studded crystal silver flats,women,flats,silver,casual,[],,,200,catwalk,935,935.jpg
Portia women black wedges,women,heels,black,casual,[],0.5,wedge,190,portia,936,936.jpg
Catwalk women buckel blue flats,women,flats,blue,casual,[],,,65,catwalk,937,937.jpg
Carlton london women gold toned heels,women,heels,bronze,casual,['gold'],3.0,block,70,carlton london,938,938.jpg
Puma women cell varex sl white sports shoes,women,sports shoes,white,sports,[],,,85,puma,939,939.jpg
Puma women multi mabel flats,women,flats,multi,casual,[],,,95,puma,940,940.jpg
Hm women silver flats,women,flats,silver,casual,[],,,100,hm,941,941.jpg
Adidas women phantom low pink grey white shoe,women,sports shoes,white,sports,"['pink', 'grey']",,,195,adidas,942,942.jpg
Cobblerz women pink sandals,women,heels,pink,casual,[],2.0,cone,195,cobblerz,943,943.jpg
Catwalk women black heels,women,heels,black,casual,[],0.5,kitten,180,catwalk,944,944.jpg
Enroute women mustard flats,women,flats,mustard,casual,[],,,80,enroute,945,945.jpg
Puma women el rey slipon stripes wns white flats,women,flats,white,casual,['blue'],,,50,puma,946,946.jpg
Catwalk women beige spectator shoes,women,flats,beige,casual,['black'],,,210,catwalk,947,947.jpg
Catwalk women gold heels,women,heels,gold,casual,[],2.0,slim,80,catwalk,948,948.jpg
Catwalk women casual gold flats,women,flats,gold,casual,[],,,220,catwalk,949,949.jpg
Cobblerz women brown sandals,women,heels,brown,casual,[],2.0,wedge,205,cobblerz,950,950.jpg
Puma women bodytrain purple sports shoes,women,sports shoes,purple,sports,['black'],,,200,puma,951,951.jpg
Portia women brown heels,women,heels,brown,casual,['multi'],0.5,wedge,170,portia,952,952.jpg
Inc. 5 women casual golden heels,women,heels,gold,casual,[],1.0,flared,85,inc. 5,953,953.jpg
Rocia women brown sandals,women,flats,brown,casual,[],,,110,rocia,954,954.jpg
Puma women axis silver sports shoes,women,sports shoes,silver,sports,['red'],,,50,puma,955,955.jpg
Catwalk women black ballerinas,women,flats,black,casual,[],,,130,catwalk,956,956.jpg
Hm women green flats,women,flats,green,casual,[],,,95,hm,957,957.jpg
Timberland women femmes tan casual shoes,women,casual shoes,tan,casual,[],,,45,timberland,958,958.jpg
Puma women black crazy slide flats,women,flats,black,casual,['red'],,,130,puma,959,959.jpg
Rocia women black sandals,women,flats,black,casual,[],,,165,rocia,960,960.jpg
Catwalk women teal heels,women,heels,teal,casual,[],1.0,block,150,catwalk,961,961.jpg
Catwalk women brown stilettos,women,heels,brown,casual,[],3.0,stiletto,180,catwalk,962,962.jpg
Catwalk women black wedges,women,heels,black,casual,[],2.0,wedge,210,catwalk,963,963.jpg
Catwalk women pink shoes,women,flats,pink,casual,['white'],,,130,catwalk,964,964.jpg
Catwalk women red flats,women,flats,red,casual,[],,,75,catwalk,965,965.jpg
Catwalk women yellow flats,women,flats,yellow,casual,[],,,200,catwalk,966,966.jpg
Catwalk women orange flats,women,flats,orange,casual,[],,,210,catwalk,967,967.jpg
Puma women black karmin lace shoes,women,casual shoes,black,casual,[],2.0,wedge,125,puma,968,968.jpg
Crocs women lady bubblegum pink sandal,women,flats,pink,casual,[],,,110,crocs,969,969.jpg
Ipanema women ritmos black flats,women,flats,black,casual,[],,,60,ipanema,970,970.jpg
Hm women purple flats,women,flats,purple,casual,[],,,70,hm,971,971.jpg
Adidas originals women rekapi purple casual shoes,women,casual shoes,purple,casual,['white'],,,65,adidas originals,972,972.jpg
Tiptopp women beige sandals,women,flats,beige,casual,[],,,185,tiptopp,973,973.jpg
Catwalk women black heels,women,heels,black,casual,[],2.0,block,165,catwalk,974,974.jpg
Inc.5 women gold casual heels,women,heels,gold,casual,[],0.5,kitten,150,inc.5,975,975.jpg
Rocia women bronze sandals,women,flats,bronze,casual,[],,,95,rocia,976,976.jpg
Catwalk women red heels,women,heels,red,casual,['multi'],1.0,block,220,catwalk,977,977.jpg
Timberland women femmes brown casual shoes,women,casual shoes,brown,casual,[],,,175,timberland,978,978.jpg
Lotto women sofia pink black floater,women,flats,pink,casual,"['black', 'grey']",,,90,lotto,979,979.jpg
Catwalk women casual coral red flats,women,flats,coral,casual,['red'],,,215,catwalk,980,980.jpg
Catwalk women casual silver heels,women,heels,silver,casual,[],2.0,slim,150,catwalk,981,981.jpg
Adidas originals women decade low sleek black casual shoes,women,casual shoes,black,casual,['pink'],,,45,adidas originals,982,982.jpg
Catwalk women  beige casual shoes,women,casual shoes,beige,casual,[],,,130,catwalk,983,983.jpg
Puma women bodytrain mesh grid black sports shoes,women,sports shoes,black,sports,[],,,85,puma,984,984.jpg
Portia women red heels,women,heels,red,casual,[],0.5,wedge,65,portia,985,985.jpg
Cobblerz women taupe brown sandals,women,heels,taupe,casual,['brown'],2.0,wedge,105,cobblerz,986,986.jpg
Nike women black air total sports shoes,women,sports shoes,black,sports,['purple'],,,180,nike,987,987.jpg
Carlton london women casual gold flats,women,flats,gold,casual,[],,,95,carlton london,988,988.jpg
Catwalk women casual white flats,women,flats,white,casual,[],,,180,catwalk,989,989.jpg
Puma women cabana racer sl jr black blue green shoe,women,sports shoes,black,sports,"['green', 'blue']",,,125,puma,990,990.jpg
Hm women black flats,women,flats,black,casual,[],,,145,hm,991,991.jpg
Catwalk women  red casual shoe,women,flats,red,casual,['black'],,,195,catwalk,992,992.jpg
Puma women ikonis 2 white sports shoes,women,casual shoes,white,sports,['purple'],,,200,puma,993,993.jpg
Rocia women black sandals,women,flats,black,casual,[],,,160,rocia,994,994.jpg
Ipanema women blue premium flats,women,flats,blue,casual,[],,,140,ipanema,995,995.jpg
Gliders women black sandals,women,flats,black,casual,[],,,120,gliders,996,996.jpg
Catwalk women black heels,women,heels,black,casual,['red'],2.0,stiletto,70,catwalk,997,997.jpg
Catwalk women brown heels,women,heels,brown,casual,[],2.0,stiletto,105,catwalk,998,998.jpg
Catwalk women brown wedges,women,heels,brown,casual,['multi'],2.0,wedge,215,catwalk,999,999.jpg
Puma women bodytrain white sports shoes,women,sports shoes,white,sports,['pink'],,,130,puma,1000,1000.jpg
Portia women brown flats,women,flats,brown,casual,[],,,130,portia,1001,1001.jpg
Quechua forclaz women 100 lady beige,women,sports shoes,beige,sports,[],,,60,quechua forclaz,1002,1002.jpg
Cobblerz women beige sandals,women,heels,beige,casual,[],2.0,cone,85,cobblerz,1003,1003.jpg
Adidas originals women superstar 2 white casual shoes,women,casual shoes,white,casual,['pink'],,,120,adidas originals,1004,1004.jpg
Adidas originals women top ten low sleek white casual shoes,women,casual shoes,white,casual,['gold'],,,175,adidas originals,1005,1005.jpg
Hm women black heels,women,heels,black,casual,[],0.5,kitten,145,hm,1006,1006.jpg
Catwalk women tan heels,women,heels,tan,casual,[],1.0,slim,80,catwalk,1007,1007.jpg
Puma women body train grey sports shoes,women,sports shoes,grey,sports,['purple'],,,215,puma,1008,1008.jpg
Timberland women juniors pink casual shoes,women,casual shoes,pink,casual,['grey'],,,100,timberland,1009,1009.jpg
Puma women's axis xt white blue shoe,women,sports shoes,white,sports,['blue'],,,175,puma,1010,1010.jpg
Adidas women redy black shoe,women,casual shoes,black,casual,[],,,55,adidas,1011,1011.jpg
Rocia women brown sandals,women,flats,brown,casual,[],0.5,kitten,85,rocia,1012,1012.jpg
Adidas originals women top ten hi sleek gold casual shoes,women,casual shoes,gold,casual,[],,,190,adidas originals,1013,1013.jpg
Adidas women libria  pink flats,women,flats,pink,casual,[],,,90,adidas,1014,1014.jpg
Cobblerz women silver-toned sandals,women,heels,silver,casual,[],1.0,slim,195,cobblerz,1015,1015.jpg
Portia women white flats,women,flats,white,casual,[],,,155,portia,1016,1016.jpg
Catwalk women black wedges,women,heels,black,casual,[],1.0,wedge,220,catwalk,1017,1017.jpg
Catwalk women white heels,women,heels,white,casual,[],0.5,kitten,195,catwalk,1018,1018.jpg
Quechua women forclaz 50 jr 10 grey pink shoes,women,sports shoes,grey,sports,['pink'],,,140,quechua,1019,1019.jpg
Catwalk women blue flats,women,flats,blue,casual,[],,,115,catwalk,1020,1020.jpg
Puma women soleil cat white shoes,women,casual shoes,white,casual,[],,,75,puma,1021,1021.jpg
Hm women brown flats,women,flats,black,casual,['brown'],,,45,hm,1022,1022.jpg
Grendha women romance pink flats,women,flats,pink,casual,[],,,200,grendha,1023,1023.jpg
Catwalk women black heels,women,heels,black,casual,[],1.0,kitten,160,catwalk,1024,1024.jpg
Carlton london  women casual beige sandals,women,heels,beige,casual,[],2.0,slim,130,carlton london,1025,1025.jpg
Carlton london women casual red casual shoes,women,casual shoes,red,casual,[],,,200,carlton london,1026,1026.jpg
Catwalk women black wedges,women,heels,black,casual,[],1.0,wedge,185,catwalk,1027,1027.jpg
Carlton london women classy gold sandals,women,heels,gold,casual,[],3.0,slim,130,carlton london,1028,1028.jpg
Carlton london women black heels,women,heels,black,formal,[],2.0,pumps,90,carlton london,1029,1029.jpg
Senorita women black sandals,women,flats,black,casual,[],,,60,senorita,1030,1030.jpg
Cobblerz women brown & beige pumps,women,heels,brown,casual,['beige'],1.0,pumps,75,cobblerz,1031,1031.jpg
Senorita women black wedges,women,heels,black,casual,[],3.0,wedge,130,senorita,1032,1032.jpg
Puma women saba ballet black shoe,women,casual shoes,black,casual,[],,,220,puma,1033,1033.jpg
Clarks women un spire white sandals,women,flats,white,casual,[],,,50,clarks,1034,1034.jpg
Hm women metallic flats,women,flats,metallic,casual,[],,,95,hm,1035,1035.jpg
Clarks women balti zing black heels,women,heels,black,casual,['silver'],1.0,pumps,160,clarks,1036,1036.jpg
Catwalk women beige flats,women,flats,beige,casual,[],,,100,catwalk,1037,1037.jpg
Nike women wmns sweet cl white casual shoes,women,casual shoes,white,casual,"['pink', 'black']",,,105,nike,1038,1038.jpg
Adidas women daily black shoe,women,casual shoes,black,casual,['purple'],,,60,adidas,1039,1039.jpg
Catwalk women corporate leather black heels,women,heels,black,formal,[],1.0,cone,75,catwalk,1040,1040.jpg
Catwalk women closed brown sandals,women,flats,brown,casual,['multi'],,,60,catwalk,1041,1041.jpg
Cobblerz women black loafers,women,casual shoes,black,casual,[],,,170,cobblerz,1042,1042.jpg
Senorita women cherry red sandals,women,flats,red,casual,[],1.0,block,185,senorita,1043,1043.jpg
Reebok women white zignano race sports shoes,women,sports shoes,white,sports,['purple'],,,55,reebok,1044,1044.jpg
Senorita women maroon sandals,women,flats,maroon,casual,[],,,170,senorita,1045,1045.jpg
Carlton london women classy gold heels,women,heels,silver,casual,['gold'],3.0,stiletto,55,carlton london,1046,1046.jpg
Catwalk women blue wedges,women,heels,blue,casual,[],1.0,wedge,160,catwalk,1047,1047.jpg
Carlton london women casual black heels,women,heels,black,formal,[],2.0,pumps,105,carlton london,1048,1048.jpg
Carlton london women yellow flat shoes,women,flats,yellow,casual,[],,,110,carlton london,1049,1049.jpg
Catwalk women olive sandals,women,flats,brown,casual,['olive'],,,175,catwalk,1050,1050.jpg
Carlton london women classy black sandals,women,heels,black,casual,[],2.0,slim,115,carlton london,1051,1051.jpg
Gliders women brown shoes,women,casual shoes,brown,casual,['blue'],,,185,gliders,1052,1052.jpg
Spinn women alliance pink sports shoes,women,sports shoes,pink,sports,[],,,80,spinn,1053,1053.jpg
Adidas women's daily vulc white shoe,women,casual shoes,white,casual,['red'],,,190,adidas,1054,1054.jpg
Catwalk women beige heels,women,heels,beige,casual,[],1.0,kitten,185,catwalk,1055,1055.jpg
Catwalk women lifestyle white heels,women,heels,white,casual,[],1.0,block,170,catwalk,1056,1056.jpg
Catwalk women summer black stilettos,women,heels,black,casual,[],2.0,stiletto,175,catwalk,1057,1057.jpg
Clarks women gold-toned handcrafted leather heels,women,heels,gold,casual,[],0.5,wedge,180,clarks,1058,1058.jpg
Hm women black heels,women,heels,black,casual,[],0.5,block,220,hm,1059,1059.jpg
Clarks women black cocoa creme shoes,women,flats,black,casual,[],,,170,clarks,1060,1060.jpg
Hm women blue flats,women,flats,blue,casual,[],,,150,hm,1061,1061.jpg
Cobblerz blue womens wedges,women,heels,blue,casual,['pink'],3.0,wedge,130,cobblerz,1062,1062.jpg
Carlton london women brown shoes,women,casual shoes,brown,casual,[],,,75,carlton london,1063,1063.jpg
Hm women brown shoes,women,flats,brown,casual,[],,,180,hm,1064,1064.jpg
Puma women future cat remix white blue shoe,women,sports shoes,white,sports,['blue'],,,45,puma,1065,1065.jpg
Adidas women's vintage set white shoe,women,casual shoes,white,casual,['red'],,,210,adidas,1066,1066.jpg
Carlton london women classy gold sandals,women,heels,gold,casual,[],3.0,stiletto,55,carlton london,1067,1067.jpg
Grendha women jola cigana brown flats,women,flats,brown,casual,[],,,195,grendha,1068,1068.jpg
Hm women brown sandals,women,flats,brown,casual,[],,,160,hm,1069,1069.jpg
Cobblerz women beige & blue wedges,women,heels,beige,casual,['blue'],3.0,wedge,215,cobblerz,1070,1070.jpg
Tiptopp women black flats,women,flats,black,casual,[],,,105,tiptopp,1071,1071.jpg
Catwalk women gun metal grey flats,women,flats,grey,casual,[],,,195,catwalk,1072,1072.jpg
Clarks women santa rock turquoise blue flats,women,flats,turquoise blue,casual,['blue'],,,110,clarks,1073,1073.jpg
Catwalk women beige heels,women,heels,beige,casual,[],1.0,kitten,70,catwalk,1074,1074.jpg
Nike women black flyclave casual shoe,women,casual shoes,black,casual,[],,,195,nike,1075,1075.jpg
Fila women elixir low white shoes,women,sports shoes,white,sports,['pink'],,,210,fila,1076,1076.jpg
Hm women yellow flats,women,flats,yellow,casual,[],,,70,hm,1077,1077.jpg
Gliders women black shoes,women,casual shoes,black,casual,[],,,195,gliders,1078,1078.jpg
Catwalk women beige heels,women,heels,beige,casual,[],2.0,slim,70,catwalk,1079,1079.jpg
Grendha women jola cigana gold flats,women,flats,gold,casual,[],,,85,grendha,1080,1080.jpg
Adidas women daily white purple shoe,women,casual shoes,white,casual,['purple'],,,180,adidas,1081,1081.jpg
Carlton london women casual red stilettos,women,heels,red,formal,[],4.0,stiletto,85,carlton london,1082,1082.jpg
Hm women peach sandals,women,heels,peach,casual,[],2.0,wedge,50,hm,1083,1083.jpg
Puma women osu nm black purple shoe,women,sports shoes,black,sports,['purple'],,,135,puma,1084,1084.jpg
Hm women blue heels,women,heels,blue,casual,[],0.5,kitten,135,hm,1085,1085.jpg
Adidas originals women concord round beige casual shoes,women,casual shoes,beige,casual,[],,,120,adidas originals,1086,1086.jpg
Catwalk women  blue casual shoes,women,flats,blue,casual,[],,,120,catwalk,1087,1087.jpg
Puma women faas 300 black sports shoes,women,sports shoes,black,sports,['blue'],,,120,puma,1088,1088.jpg
Catwalk women pink flats,women,flats,pink,casual,[],,,100,catwalk,1089,1089.jpg
Catwalk women brown wedges,women,heels,brown,casual,[],0.5,wedge,45,catwalk,1090,1090.jpg
Catwalk women black catwalk flats,women,flats,black,casual,[],,,100,catwalk,1091,1091.jpg
Timberland women femmes silver casual shoes,women,casual shoes,silver,casual,['green'],,,220,timberland,1092,1092.jpg
Rocia women silver sandals,women,flats,silver,casual,[],,,150,rocia,1093,1093.jpg
Adidas originals women sl 72 yellow casual shoes,women,casual shoes,yellow,casual,['white'],,,80,adidas originals,1094,1094.jpg
Portia women maroon flats,women,flats,maroon,casual,[],,,160,portia,1095,1095.jpg
Cobblerz women beige & green sandals,women,heels,beige,casual,['green'],3.0,stiletto,105,cobblerz,1096,1096.jpg
Hm women blue flats,women,flats,blue,casual,['multi'],,,125,hm,1097,1097.jpg
Catwalk women black heels,women,heels,black,casual,[],1.0,block,145,catwalk,1098,1098.jpg
Rocia women white & brown sandals,women,flats,white,casual,['brown'],,,80,rocia,1099,1099.jpg
Nike women purple air max sports shoes,women,sports shoes,purple,sports,['black'],,,220,nike,1100,1100.jpg
Adidas women derby white shoe,women,casual shoes,white,casual,['blue'],,,190,adidas,1101,1101.jpg
Catwalk women casual beige heels,women,heels,beige,casual,[],2.0,block,215,catwalk,1102,1102.jpg
Cobblerz women white sandals,women,heels,white,casual,[],1.0,cone,220,cobblerz,1103,1103.jpg
Portia women black flats,women,flats,black,casual,['multi'],,,120,portia,1104,1104.jpg
Timberland women casual beige casual shoes,women,casual shoes,beige,casual,[],,,160,timberland,1105,1105.jpg
Quechua arpenaz women 200,women,sports shoes,purple,sports,['white'],,,200,quechua arpenaz,1106,1106.jpg
Adidas originals women rekapi black casual shoes,women,casual shoes,black,casual,['white'],,,220,adidas originals,1107,1107.jpg
Adidas women blue adi light sports shoes,women,sports shoes,blue,sports,['white'],,,105,adidas,1108,1108.jpg
Adidas women phantom low white grey shoe,women,sports shoes,white,sports,['grey'],,,170,adidas,1109,1109.jpg
Skechers women silver coloured shoes,women,sports shoes,silver,sports,[],,,140,skechers,1110,1110.jpg
Catwalk women white heels,women,heels,white,casual,[],2.0,slim,50,catwalk,1111,1111.jpg
Catwalk women teal wedges,women,heels,teal,casual,['multi'],2.0,wedge,135,catwalk,1112,1112.jpg
Catwalk women blue flats,women,flats,blue,casual,[],,,90,catwalk,1113,1113.jpg
Quechua jawar women 5.0 lady blue,women,sports shoes,blue,sports,[],,,180,quechua jawar,1114,1114.jpg
Crocs women lady gold sandal,women,flats,gold,casual,[],,,140,crocs,1115,1115.jpg
Puma women sasha white casual shoe,women,casual shoes,white,casual,[],,,170,puma,1116,1116.jpg
Ipanema women ritmos purple flats,women,flats,purple,casual,[],,,215,ipanema,1117,1117.jpg
Catwalk women gold flats,women,flats,gold,casual,[],,,205,catwalk,1118,1118.jpg
Puma women white gold grace flats,women,flats,white,casual,['gold'],,,145,puma,1119,1119.jpg
Tiptopp women black sandals,women,flats,black,casual,[],,,105,tiptopp,1120,1120.jpg
Adidas originals women concord round pink casual shoes,women,casual shoes,pink,casual,['white'],,,75,adidas originals,1121,1121.jpg
Hm women metallic flats,women,flats,metallic,casual,[],,,65,hm,1122,1122.jpg
Timberland women femmes brown casual shoes,women,casual shoes,brown,casual,[],,,190,timberland,1123,1123.jpg
Puma women soleil cat black shoes,women,casual shoes,black,casual,[],,,175,puma,1124,1124.jpg
Catwalk women comfort blue flats,women,flats,blue,casual,[],,,65,catwalk,1125,1125.jpg
Catwalk women pink wedges,women,heels,pink,casual,['multi'],4.0,wedge,215,catwalk,1126,1126.jpg
Catwalk women black heels,women,heels,black,casual,[],2.0,slim,50,catwalk,1127,1127.jpg
Catwalk women red  flats,women,flats,red,casual,[],,,50,catwalk,1128,1128.jpg
Catwalk women casual blue flats,women,flats,blue,casual,[],,,125,catwalk,1129,1129.jpg
Adidas originals women midiru lite black casual shoes,women,casual shoes,black,casual,['white'],,,140,adidas originals,1130,1130.jpg
Rocia women black & white sandals,women,flats,white,casual,['black'],,,75,rocia,1131,1131.jpg
Catwalk women  purple casual shoes,women,flats,purple,casual,[],,,95,catwalk,1132,1132.jpg
Cobblerz women brown sandals,women,heels,brown,casual,[],1.0,wedge,185,cobblerz,1133,1133.jpg
Portia women black flats,women,flats,black,casual,[],,,50,portia,1134,1134.jpg
Puma women trinity white casual shoe,women,casual shoes,white,casual,['blue'],,,75,puma,1135,1135.jpg
Catwalk women olive heels,women,heels,olive,casual,[],1.0,block,210,catwalk,1136,1136.jpg
Rocia women white & silver sandals,women,flats,white,casual,['silver'],,,85,rocia,1137,1137.jpg
Catwalk women brown heels,women,heels,brown,casual,[],1.0,flared,205,catwalk,1138,1138.jpg
Skechers women blue teal shoe,women,casual shoes,blue,casual,['teal'],,,45,skechers,1139,1139.jpg
Inc. 5 women black casual heels,women,heels,black,casual,['white'],1.0,kitten,105,inc. 5,1140,1140.jpg
Catwalk women casual black flats,women,flats,black,casual,[],,,70,catwalk,1141,1141.jpg
Lotto women sofia purple black floater,women,flats,beige,casual,"['black', 'purple']",,,120,lotto,1142,1142.jpg
Timberland women femmes brown casual shoes,women,casual shoes,brown,casual,[],3.0,block,100,timberland,1143,1143.jpg
Catwalk women silver heels,women,heels,silver,casual,[],2.0,stiletto,80,catwalk,1144,1144.jpg
Catwalk women mary jane tan casual shoes,women,flats,tan,casual,[],,,85,catwalk,1145,1145.jpg
Catwalk women casual white flats,women,flats,white,casual,[],,,205,catwalk,1146,1146.jpg
Senorita women brown sandals,women,flats,brown,casual,[],,,180,senorita,1147,1147.jpg
Adidas women adi weld low white green shoe,women,sports shoes,white,sports,['green'],,,155,adidas,1148,1148.jpg
Hm women blue flats,women,flats,blue,casual,[],,,210,hm,1149,1149.jpg
Cobblerz women black sandals,women,heels,black,casual,[],1.0,cone,190,cobblerz,1150,1150.jpg
Puma women black flats,women,flats,black,casual,[],,,220,puma,1151,1151.jpg
Enroute women tan flats,women,flats,tan,casual,[],,,60,enroute,1152,1152.jpg
Catwalk women beige heels,women,heels,beige,casual,[],1.0,kitten,45,catwalk,1153,1153.jpg
Timberland women femmes brown boot,women,boots shoes,brown,casual,[],,,165,timberland,1154,1154.jpg
Hm women black sandals,women,flats,black,casual,[],,,150,hm,1155,1155.jpg
Catwalk women casual copper flats,women,flats,copper,casual,[],,,80,catwalk,1156,1156.jpg
Catwalk women black heels,women,heels,black,casual,[],2.0,block,210,catwalk,1157,1157.jpg
Clarks women prize club beige wedges,women,heels,beige,casual,[],1.0,wedge,140,clarks,1158,1158.jpg
Catwalk women navy blue heels,women,heels,navy blue,casual,[],1.0,block,220,catwalk,1159,1159.jpg
Rocia women brown & gold sandals,women,flats,brown,casual,['gold'],,,55,rocia,1160,1160.jpg
Portia women black wedges,women,heels,black,casual,['multi'],0.5,wedge,205,portia,1161,1161.jpg
Cobblerz women coral sandals,women,heels,coral,casual,[],2.0,block,60,cobblerz,1162,1162.jpg
Catwalk women casual copper flats,women,flats,copper,casual,[],,,145,catwalk,1163,1163.jpg
Puma women axis black sports shoes,women,sports shoes,black,sports,['blue'],,,220,puma,1164,1164.jpg
Nike women downshifter black sports shoes,women,sports shoes,black,sports,['pink'],,,80,nike,1165,1165.jpg
Carlton london women casual purple flats,women,flats,purple,casual,[],,,140,carlton london,1166,1166.jpg
Spinn women alliance black sports shoes,women,sports shoes,black,sports,['pink'],,,90,spinn,1167,1167.jpg
Cobblerz women teal blue & brown wedges,women,heels,brown,casual,"['teal', 'blue']",3.0,wedge,185,cobblerz,1168,1168.jpg
Rocia women brown heels,women,heels,brown,casual,[],2.0,flared,180,rocia,1169,1169.jpg
Clarks women balti zing red heels,women,heels,red,casual,[],2.0,kitten,110,clarks,1170,1170.jpg
Clarks women taupe heels,women,heels,taupe,casual,[],0.5,block,80,clarks,1171,1171.jpg
Nike women sweet classic leather white shoes,women,casual shoes,white,casual,['green'],,,180,nike,1172,1172.jpg
Catwalk women lifestyle pink flats,women,flats,pink,casual,['multi'],,,185,catwalk,1173,1173.jpg
Adidas women's piona white shoe,women,casual shoes,white,casual,[],,,70,adidas,1174,1174.jpg
Hm women purple wedges,women,heels,purple,casual,[],1.0,wedge,210,hm,1175,1175.jpg
Catwalk women white footwear flats,women,flats,white,casual,[],,,95,catwalk,1176,1176.jpg
Hm women black flats,women,flats,black,casual,['green'],,,185,hm,1177,1177.jpg
Grendha women jola cigana blue flats,women,flats,blue,casual,[],,,185,grendha,1178,1178.jpg
Catwalk women tan heels,women,heels,tan,casual,[],1.0,slim,215,catwalk,1179,1179.jpg
Hm women red flats,women,flats,red,casual,[],,,220,hm,1180,1180.jpg
Adidas women desma low white pink shoe,women,sports shoes,white,sports,['pink'],,,155,adidas,1181,1181.jpg
Carlton london women cream shoes,women,casual shoes,cream,casual,[],,,195,carlton london,1182,1182.jpg
Puma women white trinity casual shoes,women,casual shoes,white,casual,['red'],,,175,puma,1183,1183.jpg
Cobblerz women pink & white wedges,women,heels,pink,casual,['white'],3.0,wedge,140,cobblerz,1184,1184.jpg
Adidas women's daily white shoe,women,casual shoes,white,casual,['pink'],,,140,adidas,1185,1185.jpg
